,text,language_code,text_code,n_chars,script_name,script_type,language,language_family,language_sub_family,font,oreintation,characters,consonants,vowels,secondary_type,path,text_width,text_pixels
1804,bbbLaLaaba,sw,217,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_217.jpeg,186,1660
1805,aaGaflGlalla,sw,218,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_218.jpeg,184,1696
1806,eeubHusHs,sw,219,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_219.jpeg,178,1463
1807,rMrabbMra,sw,220,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_220.jpeg,176,1588
1808,aaaSuababS,sw,221,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_221.jpeg,187,1737
1809,ereuUUreeU,sw,222,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_222.jpeg,197,1544
1810,suiKlwKwliis,sw,223,11,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_223.jpeg,180,1658
1811,SSSooooSm,sw,224,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_224.jpeg,183,1618
1812,aoaakaMkk,sw,225,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_225.jpeg,175,1657
1813,sNithNsiNht,sw,226,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_226.jpeg,182,1649
1814,wkwIaewzIa,sw,227,11,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_227.jpeg,182,1758
1815,uuguuduNd,sw,228,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_228.jpeg,189,1588
1816,munnmanm,sw,229,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_229.jpeg,195,1405
1817,mueeeuem,sw,230,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_230.jpeg,180,1428
1818,iMisuMisMsi,sw,231,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_231.jpeg,181,1737
1819,isiiahDsriasD,sw,232,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_232.jpeg,190,1685
1820,KhdfdhKKdf,sw,233,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_233.jpeg,187,1747
1821,aaaariaaMrM,sw,234,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_234.jpeg,201,1858
1822,reerTriieren,sw,235,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_235.jpeg,186,1412
1823,KalKKlKaala,sw,236,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_236.jpeg,179,1685
1824,itKiKhbtuhu,sw,237,12,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_237.jpeg,182,1541
1825,ieoziozizeiee,sw,238,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_238.jpeg,186,1675
1826,aauauakuam,sw,239,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_239.jpeg,202,1667
1827,lmaiilmmllll,sw,240,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_240.jpeg,179,1417
1828,bobbaUbUb,sw,241,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_241.jpeg,186,1674
1829,aBaiadiiariiB,sw,242,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_242.jpeg,183,1759
1830,nddiiaenaw,sw,243,10,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_243.jpeg,176,1573
1831,mCmmCooC,sw,244,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_244.jpeg,193,1492
1832,oiKooiKooKo,sw,245,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_245.jpeg,194,1740
1833,sNsNyNiyya,sw,246,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_246.jpeg,175,1763
1834,aeaabeblllle,sw,247,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_247.jpeg,187,1719
1835,MlikakMMilM,sw,248,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_248.jpeg,202,2015
1836,wwwaaaeaH,sw,249,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_249.jpeg,190,1783
1837,wMiMMzzzz,sw,250,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_250.jpeg,175,1738
1838,oiMnloililMii,sw,251,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_251.jpeg,181,1651
1839,lamliuallaui,sw,252,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_252.jpeg,177,1449
1840,rurFFuauhF,sw,253,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_253.jpeg,181,1315
1841,UUaaUUaUU,sw,254,2,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_254.jpeg,198,1587
1842,goounungo,sw,255,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_255.jpeg,184,1556
1843,AaAjujabuA,sw,256,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_256.jpeg,175,1648
1844,nnaaaNeNn,sw,257,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_257.jpeg,184,1581
1845,iiiijiijijjijijiiiKjiK,sw,258,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_258.jpeg,187,1992
1846,eaKggoeKe,sw,259,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_259.jpeg,175,1727
1847,uauttaataua,sw,260,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_260.jpeg,189,1589
1848,mmaamam,sw,261,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_261.jpeg,178,1395
1849,amKaaaaaa,sw,262,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_262.jpeg,177,1601
1850,abSbaSaSab,sw,263,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_263.jpeg,186,1798
1851,yyayyyyAAA,sw,264,3,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_264.jpeg,176,1870
1852,taatatttTauT,sw,265,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_265.jpeg,191,1568
1853,,sw,266,0,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_266.jpeg,0,0
1854,eezeaaealee,sw,267,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_267.jpeg,191,1751
1855,uSuafafufSa,sw,268,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_268.jpeg,189,1660
1856,aaAAmmma,sw,269,3,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_269.jpeg,187,1582
1857,oaooaMktM,sw,270,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_270.jpeg,184,1734
1858,rrrKeeaeere,sw,271,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_271.jpeg,189,1563
1859,aiiirriikiikkkk,sw,272,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_272.jpeg,185,1635
1860,iawiwaiPPPia,sw,273,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_273.jpeg,192,1789
1861,aKKaiizKiziai,sw,274,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_274.jpeg,177,1675
1862,aaKmKyKiaK,sw,275,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_275.jpeg,188,1761
1863,tJootJtooooJ,sw,276,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_276.jpeg,183,1659
1864,Koilooiodde,sw,277,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_277.jpeg,182,1651
1865,tkkkaeeeea,sw,278,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_278.jpeg,178,1642
1866,aiiimnihhiah,sw,279,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_279.jpeg,186,1521
1867,aaapuKmap,sw,280,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_280.jpeg,184,1636
1868,ikisiiosmmm,sw,281,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_281.jpeg,189,1540
1869,AAAAiiiliiliAiis,sw,282,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_282.jpeg,189,1836
1870,MaManaaM,sw,283,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_283.jpeg,180,1739
1871,ssbKssKibiis,sw,284,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_284.jpeg,176,1660
1872,uuvauuuun,sw,285,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_285.jpeg,181,1316
1873,tKattaiiattkk,sw,286,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_286.jpeg,184,1691
1874,aaMddMdau,sw,287,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_287.jpeg,193,1856
1875,kekiieiabeRs,sw,288,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_288.jpeg,187,1771
1876,gggpSiiggrn,sw,289,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_289.jpeg,187,1919
1877,uchznKcKnK,sw,290,10,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_290.jpeg,190,1542
1878,oMttMotott,sw,291,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_291.jpeg,178,1644
1879,jMjjojMoooo,sw,292,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_292.jpeg,192,1888
1880,cnaoonnnn,sw,293,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_293.jpeg,179,1338
1881,aaTafaffaiff,sw,294,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_294.jpeg,177,1630
1882,siisKuaumsu,sw,295,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_295.jpeg,191,1559
1883,ssiiKaKKiaKii,sw,296,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_296.jpeg,181,1724
1884,iNjiNjiNiiaNii,sw,297,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_297.jpeg,179,1791
1885,oohChCohC,sw,298,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_298.jpeg,183,1485
1886,hmuhmme,sw,299,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_299.jpeg,175,1310
1887,zMvvavaMaa,sw,300,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_300.jpeg,192,1837
1888,iuggguWnW,sw,301,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_301.jpeg,190,1897
1889,ooahhaoha,sw,302,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_302.jpeg,177,1506
1890,vttvviluvUllv,sw,303,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_303.jpeg,184,1527
1891,ewJiwwJiJiJiw,sw,304,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_304.jpeg,183,1878
1892,apadaaapdp,sw,305,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_305.jpeg,190,1836
1893,Suuninafun,sw,306,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_306.jpeg,181,1393
1894,aabiairjjraaa,sw,307,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_307.jpeg,186,1717
1895,inihhihhnhC,sw,308,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_308.jpeg,188,1459
1896,jMjojaMaajo,sw,309,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_309.jpeg,186,1885
1897,boibboiiimiio,sw,310,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_310.jpeg,193,1713
1898,hhihiiinihIiir,sw,311,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_311.jpeg,178,1438
1899,TamTusmaT,sw,312,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_312.jpeg,191,1404
1900,ersrrrecece,sw,313,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_313.jpeg,179,1398
1901,aaasBsaaaa,sw,314,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_314.jpeg,177,1692
1902,Moddldloye,sw,315,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_315.jpeg,182,1744
1903,sffiiisfiffssOf,sw,316,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_316.jpeg,186,1766
1904,uuukeaaKK,sw,317,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_317.jpeg,176,1504
1905,omodoMdo,sw,318,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_318.jpeg,180,1603
1906,lliaasliiiiaHla,sw,319,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_319.jpeg,182,1622
1907,haraaIharIIr,sw,320,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_320.jpeg,186,1548
1908,nlaagnggga,sw,321,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_321.jpeg,185,1814
1909,dahSSiaahS,sw,322,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_322.jpeg,177,1633
1910,eieeegeleae,sw,323,11,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_323.jpeg,187,1765
1911,osiipIaiiospI,sw,324,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_324.jpeg,176,1643
1912,kdAaaildkkd,sw,325,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_325.jpeg,186,1779
1913,pepaeeupn,sw,326,11,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_326.jpeg,177,1574
1914,iafSifaSfaiiifa,sw,327,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_327.jpeg,191,1848
1915,vuKnKvuvuj,sw,328,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_328.jpeg,180,1495
1916,auaDaaDma,sw,329,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_329.jpeg,188,1641
1917,uKgsuuuKu,sw,330,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_330.jpeg,180,1485
1918,KihaaiahKw,sw,331,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_331.jpeg,175,1608
1919,uttasuistsuu,sw,332,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_332.jpeg,190,1531
1920,aaaaawaaw,sw,333,4,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_333.jpeg,176,1685
1921,hagauaaagu,sw,334,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_334.jpeg,193,1770
1922,aaunkukuyu,sw,335,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_335.jpeg,193,1574
1923,iiitKiidttdbbi,sw,336,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_336.jpeg,178,1688
1924,essessleeae,sw,337,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_337.jpeg,182,1658
1925,olloeleollpM,sw,338,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_338.jpeg,192,1739
1926,waaaMmkn,sw,339,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_339.jpeg,178,1597
1927,ppiitpinaeei,sw,340,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_340.jpeg,177,1624
1928,aeoeiioeozo,sw,341,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_341.jpeg,183,1628
1929,tTotouoTiot,sw,342,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_342.jpeg,182,1430
1930,gguummVm,sw,343,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_343.jpeg,194,1616
1931,riaDaakaiDa,sw,344,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_344.jpeg,182,1657
1932,daafdhTlaaT,sw,345,9,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_345.jpeg,192,1657
1933,alKluunKlnl,sw,346,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_346.jpeg,178,1433
1934,moomomAb,sw,347,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_347.jpeg,193,1576
1935,aatppaauap,sw,348,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_348.jpeg,183,1690
1936,biKbmbamb,sw,349,7,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_349.jpeg,187,1655
1937,dudduudud,sw,350,6,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_350.jpeg,184,1561
1938,aakapHaakH,sw,351,10,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_351.jpeg,194,1740
1939,diiiiic dphnp,sw,352,11,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_352.jpeg,181,1546
1940,ohneZaeno,sw,353,11,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_353.jpeg,177,1479
1941,ioRRedeRRd,sw,354,5,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_354.jpeg,185,1838
1942,niugAuamzu,sw,355,11,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_355.jpeg,194,1598
1943,dBuBuuBBn,sw,356,8,Latin,alphabet,Swahili,Niger-Congo,Atlantic-Congo,NotoSans-Regular.ttf,,,,,,data/images_scrambled_7char/Swahili_356.jpeg,188,1719
