,text,language_code,text_code,n_chars,script_name,script_type,language,language_family,language_sub_family,font,oreintation,characters,consonants,vowels,secondary_type,path,text_width,text_pixels
995,experiencia,es,466,11,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_42.jpeg,177,1516
996,puntuación,es,467,10,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_43.jpeg,177,1426
997,manzana,es,468,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_44.jpeg,141,1138
998,Compró,es,469,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_45.jpeg,125,1032
999,alquitrán,es,470,9,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_46.jpeg,140,1178
1000,soñar,es,471,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_47.jpeg,88,743
1001,Noche,es,472,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_48.jpeg,100,863
1002,condición,es,473,9,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_49.jpeg,148,1218
1003,total,es,474,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_50.jpeg,71,622
1004,básico,es,475,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_51.jpeg,96,882
1005,oler,es,476,4,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_52.jpeg,62,501
1006,valle,es,477,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_0.jpeg,71,634
1007,doble,es,478,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_1.jpeg,88,811
1008,llegar,es,479,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_2.jpeg,89,812
1009,maestro,es,480,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_3.jpeg,129,1057
1010,pista,es,481,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_4.jpeg,72,674
1011,padre,es,482,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_5.jpeg,91,821
1012,ribera,es,483,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_6.jpeg,92,768
1013,división,es,484,8,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_7.jpeg,113,1011
1014,sábana,es,485,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_8.jpeg,110,1007
1015,sustancia,es,486,9,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_9.jpeg,143,1185
1016,favor,es,487,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_10.jpeg,80,683
1017,conectar,es,488,8,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_11.jpeg,136,1079
1018,gastar,es,489,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_12.jpeg,97,897
1019,acorde,es,490,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_13.jpeg,107,911
1020,Texto original en,es,491,17,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_14.jpeg,259,2036
1021,Compartir,es,492,9,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_15.jpeg,156,1256
1022,estación,es,493,8,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_16.jpeg,128,1107
1023,pan,es,494,3,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_17.jpeg,59,510
1024,cargo,es,495,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_18.jpeg,88,777
1025,apropiado,es,496,9,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_19.jpeg,157,1421
1026,ofrecer,es,497,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_20.jpeg,114,922
1027,segmento,es,498,8,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_21.jpeg,157,1359
1028,esclavo,es,499,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_22.jpeg,113,984
1029,instante,es,500,8,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_23.jpeg,125,1037
1030,mercado,es,501,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_24.jpeg,138,1133
1031,grado,es,502,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_25.jpeg,92,855
1032,poblar,es,503,6,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_26.jpeg,101,890
1033,pollito,es,504,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_27.jpeg,97,859
1034,enemigo,es,505,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_28.jpeg,137,1185
1035,respuesta,es,506,9,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_29.jpeg,153,1318
1036,beber,es,507,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_30.jpeg,92,820
1037,ocurrir,es,508,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_31.jpeg,106,745
1038,apoyo,es,509,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_32.jpeg,94,890
1039,discurso,es,510,8,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_33.jpeg,128,1050
1040,naturaleza,es,511,10,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_34.jpeg,164,1353
1041,gama,es,512,4,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_35.jpeg,87,797
1042,vapor,es,513,5,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_36.jpeg,88,761
1043,movimiento,es,514,10,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_37.jpeg,184,1477
1044,líquido,es,515,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_38.jpeg,106,935
1045,Significaba,es,516,11,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_39.jpeg,164,1529
1046,cociente,es,517,8,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_40.jpeg,130,1068
1047,dientes,es,518,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_41.jpeg,113,993
1048,cáscara,es,519,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_42.jpeg,115,990
1049,Hola cómo estás,es,520,15,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_43.jpeg,253,2048
1050,Hola mundo,es,521,10,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_44.jpeg,192,1469
1051,Gracias,es,522,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_45.jpeg,111,956
1052,Lo siento,es,523,9,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_46.jpeg,139,1064
1053,No entiendo,es,524,11,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_47.jpeg,191,1576
1054,Encantado de conocerte,es,525,22,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_48.jpeg,376,2902
1055,Perdona,es,526,7,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_49.jpeg,132,1106
1056,¿Dónde está la playa?,es,527,21,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_50.jpeg,327,2807
1057,Soy médico,es,528,10,Latin,alphabet,Spanish,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Spanish_51.jpeg,175,1507
1058,khác,vi,0,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_0.jpeg,73,646
1059,kia,vi,1,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_1.jpeg,43,403
1060,nào,vi,2,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_2.jpeg,59,506
1061,của họ,vi,3,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_3.jpeg,104,816
1062,về,vi,4,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_4.jpeg,35,367
1063,viết,vi,5,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_5.jpeg,54,539
1064,sẽ,vi,6,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_6.jpeg,34,356
1065,Những,vi,7,5,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_7.jpeg,108,998
1066,đồ,vi,8,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_8.jpeg,41,442
1067,Có thể,vi,9,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_9.jpeg,99,857
1068,số,vi,10,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_10.jpeg,35,356
1069,âm thanh,vi,11,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_11.jpeg,150,1173
1070,dân tộc,vi,12,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_12.jpeg,115,997
1071,Nước,vi,13,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_13.jpeg,82,751
1072,đầu tiên,vi,14,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_14.jpeg,127,1118
1073,nơi,vi,15,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_15.jpeg,48,403
1074,đâu,vi,16,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_16.jpeg,60,577
1075,sau,vi,17,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_17.jpeg,54,449
1076,nhỏ,vi,18,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_18.jpeg,62,518
1077,tròn,vi,19,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_19.jpeg,67,527
1078,mỗi,vi,20,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_20.jpeg,58,530
1079,dưới,vi,21,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_21.jpeg,69,658
1080,qua,vi,22,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_22.jpeg,59,513
1081,câu,vi,23,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_23.jpeg,55,473
1082,Tuyệt,vi,24,5,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_24.jpeg,87,774
1083,nghĩ,vi,25,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_25.jpeg,73,639
1084,khác,vi,26,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_26.jpeg,73,646
1085,nguyên nhân,vi,27,11,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_27.jpeg,207,1722
1086,trước,vi,28,5,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_28.jpeg,84,700
1087,Bên phải,vi,29,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_29.jpeg,135,1233
1088,Ba,vi,30,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_30.jpeg,39,406
1089,nhỏ,vi,31,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_31.jpeg,62,518
1090,lớn,vi,32,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_32.jpeg,50,438
1091,đánh vần,vi,33,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_33.jpeg,144,1228
1092,theo,vi,34,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_34.jpeg,72,611
1093,thay đổi,vi,35,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_35.jpeg,123,1136
1094,ánh sáng,vi,36,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_36.jpeg,142,1212
1095,nhà,vi,37,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_37.jpeg,60,499
1096,tranh,vi,38,5,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_38.jpeg,86,660
1097,lại,vi,39,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_39.jpeg,34,322
1098,con vật,vi,40,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_40.jpeg,111,898
1099,điểm,vi,41,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_41.jpeg,77,742
1100,mẹ,vi,42,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_42.jpeg,50,408
1101,thế giới,vi,43,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_43.jpeg,114,1085
1102,xây dựng,vi,44,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_44.jpeg,142,1305
1103,đất,vi,45,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_45.jpeg,51,549
1104,cha,vi,46,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_46.jpeg,55,451
1105,đứng,vi,47,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_47.jpeg,84,804
1106,nên,vi,48,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_48.jpeg,61,502
1107,quốc gia,vi,49,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_49.jpeg,130,1155
1108,sáng lập,vi,50,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_50.jpeg,129,1207
1109,trả lời,vi,51,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_51.jpeg,88,758
1110,trường học,vi,52,10,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_52.jpeg,174,1426
1111,học,vi,53,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_0.jpeg,57,464
1112,vẫn,vi,54,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_1.jpeg,55,526
1113,học,vi,55,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_2.jpeg,57,464
1114,thực vật,vi,56,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_3.jpeg,125,1039
1115,che,vi,57,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_4.jpeg,56,456
1116,giữa,vi,58,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_5.jpeg,67,691
1117,tiểu bang,vi,59,9,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_6.jpeg,145,1288
1118,không bao giờ,vi,60,13,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_7.jpeg,222,1986
1119,tư duy,vi,61,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_8.jpeg,99,801
1120,chữ thập,vi,62,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_9.jpeg,138,1189
1121,bắt đầu,vi,63,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_10.jpeg,118,1109
1122,Có thể,vi,64,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_11.jpeg,99,857
1123,chuyện,vi,65,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_12.jpeg,114,980
1124,thằn lằn,vi,66,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_13.jpeg,128,1072
1125,trong khi,vi,67,9,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_14.jpeg,141,1132
1126,báo chí,vi,68,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_15.jpeg,113,926
1127,đóng,vi,69,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_16.jpeg,82,799
1128,Đêm,vi,70,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_17.jpeg,73,680
1129,Hướng bắc,vi,71,9,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_18.jpeg,169,1490
1130,cùng,vi,72,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_19.jpeg,78,667
1131,trắng,vi,73,5,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_20.jpeg,85,787
1132,trẻ em,vi,74,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_21.jpeg,103,799
1133,bắt đầu,vi,75,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_22.jpeg,118,1109
1134,ví dụ,vi,76,5,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_23.jpeg,74,577
1135,giấy,vi,77,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_24.jpeg,61,707
1136,nhóm,vi,78,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_25.jpeg,93,724
1137,luôn luôn,vi,79,9,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_26.jpeg,150,1154
1138,âm nhạc,vi,80,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_27.jpeg,133,1037
1139,đó,vi,81,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_28.jpeg,41,420
1140,thường,vi,82,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_29.jpeg,116,1043
1141,thư,vi,83,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_30.jpeg,57,441
1142,đến,vi,84,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_31.jpeg,61,593
1143,sông,vi,85,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_32.jpeg,76,731
1144,thứ hai,vi,86,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_33.jpeg,109,867
1145,mang,vi,87,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_34.jpeg,90,770
1146,khoa học,vi,88,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_35.jpeg,142,1134
1147,bạn,vi,89,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_36.jpeg,59,518
1148,Bắt đầu,vi,90,7,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_37.jpeg,119,1151
1149,núi,vi,91,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_38.jpeg,49,381
1150,ngựa,vi,92,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_39.jpeg,81,734
1151,xem,vi,93,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_40.jpeg,67,547
1152,màu,vi,94,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_41.jpeg,70,560
1153,đủ,vi,95,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_42.jpeg,42,406
1154,đồng bằng,vi,96,9,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_43.jpeg,169,1618
1155,bình thường,vi,97,11,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_44.jpeg,195,1624
1156,trẻ,vi,98,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_45.jpeg,45,403
1157,sẵn sàng,vi,99,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_46.jpeg,136,1238
1158,trên,vi,100,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_47.jpeg,66,546
1159,dù,vi,101,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_48.jpeg,41,366
1160,gia đình,vi,102,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_49.jpeg,125,1081
1161,trực tiếp,vi,103,9,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_50.jpeg,130,1088
1162,rời khỏi,vi,104,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_51.jpeg,115,981
1163,đo,vi,105,2,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_52.jpeg,41,393
1164,sản phẩm,vi,106,8,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_0.jpeg,151,1298
1165,đen,vi,107,3,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_1.jpeg,61,539
1166,thấp,vi,108,4,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_2.jpeg,71,688
1167,chữ số,vi,109,6,Latin,alphabet,Vietnamese,Indo-European,,NotoSans-Regular.ttf,left-right,,,,,data/images/Vietnamese_3.jpeg,102,857
